race_id,season,round,circuit_id,driver_id,constructor_id,grid_position,finish_position,points,status_str,is_wet,track_temp,quali_position,circuit_type,circuit_type_code,circuit_type_Balanced/Technical,circuit_type_High-Downforce,circuit_type_Power/High-Speed,circuit_type_Street Circuit,driver_form_3races,circuit_historical_avg,constructor_points_current,constructor_mechanical_dnf,constructor_dnf_rate_10races
2022_4,2022,4,imola,gasly,alphatauri,17,12,0.0,+1 Lap,0,25.0,17.0,Balanced/Technical,2,1,0,0,0,12.333333333333334,,6.0,0,0.3333333333333333
2022_4,2022,4,imola,hamilton,mercedes,14,13,0.0,+1 Lap,0,25.0,13.0,Balanced/Technical,2,1,0,0,0,5.666666666666667,,65.0,0,0.0
2022_4,2022,4,imola,leclerc,ferrari,2,6,8.0,Finished,0,25.0,2.0,Balanced/Technical,2,1,0,0,0,1.3333333333333333,,104.0,0,0.0
2022_4,2022,4,imola,norris,mclaren,5,3,15.0,Finished,0,25.0,3.0,Balanced/Technical,2,1,0,0,0,9.0,,16.0,0,0.0
2022_4,2022,4,imola,ocon,alpine,16,14,0.0,+1 Lap,0,25.0,19.0,Balanced/Technical,2,1,0,0,0,6.666666666666667,,22.0,0,0.0
2022_4,2022,4,imola,perez,red_bull,3,2,18.0,Finished,0,25.0,7.0,Balanced/Technical,2,1,0,0,0,8.0,,55.0,0,0.5
2022_4,2022,4,imola,russell,mercedes,11,4,12.0,Finished,0,25.0,11.0,Balanced/Technical,2,1,0,0,0,4.0,,65.0,0,0.0
2022_4,2022,4,imola,sainz,ferrari,4,20,0.0,Collision,0,25.0,10.0,Balanced/Technical,2,1,0,0,0,8.333333333333334,,112.0,0,0.0
2022_4,2022,4,imola,stroll,aston_martin,15,10,1.0,+1 Lap,0,25.0,15.0,Balanced/Technical,2,1,0,0,0,12.333333333333334,,0.0,0,0.0
2022_4,2022,4,imola,verstappen,red_bull,1,1,26.0,Finished,0,25.0,1.0,Balanced/Technical,2,1,0,0,0,12.666666666666666,,73.0,0,0.42857142857142855
2022_5,2022,5,miami,albon,williams,18,9,2.0,Finished,0,25.0,18.0,Street Circuit,3,0,0,0,1,11.666666666666666,,1.0,0,0.0
2022_5,2022,5,miami,alonso,alpine,11,11,0.0,Finished,0,25.0,11.0,Street Circuit,3,0,0,0,1,17.333333333333332,,22.0,0,0.0
2022_5,2022,5,miami,bottas,alfa,5,7,6.0,Finished,0,25.0,5.0,Street Circuit,3,0,0,0,1,9.333333333333334,,22.0,0,0.25
2022_5,2022,5,miami,gasly,alphatauri,7,18,0.0,Suspension,0,25.0,7.0,Street Circuit,3,0,0,0,1,9.666666666666666,,6.0,1,0.25
2022_5,2022,5,miami,hamilton,mercedes,6,6,8.0,Finished,0,25.0,6.0,Street Circuit,3,0,0,0,1,9.0,,77.0,0,0.0
2022_5,2022,5,miami,leclerc,ferrari,1,2,18.0,Finished,0,25.0,1.0,Street Circuit,3,0,0,0,1,3.0,,112.0,0,0.0
2022_5,2022,5,miami,norris,mclaren,8,19,0.0,Collision,0,25.0,8.0,Street Circuit,3,0,0,0,1,5.0,,31.0,0,0.0
2022_5,2022,5,miami,ocon,alpine,20,8,4.0,Finished,0,25.0,20.0,Street Circuit,3,0,0,0,1,9.0,,22.0,0,0.0
2022_5,2022,5,miami,perez,red_bull,4,4,12.0,Finished,0,25.0,4.0,Street Circuit,3,0,0,0,1,2.6666666666666665,,99.0,0,0.375
2022_5,2022,5,miami,russell,mercedes,12,5,10.0,Finished,0,25.0,12.0,Street Circuit,3,0,0,0,1,4.0,,85.0,0,0.0
2022_5,2022,5,miami,sainz,ferrari,2,3,15.0,Finished,0,25.0,2.0,Street Circuit,3,0,0,0,1,14.333333333333334,,130.0,0,0.0
2022_5,2022,5,miami,stroll,aston_martin,0,10,1.0,Finished,0,25.0,10.0,Street Circuit,3,0,0,0,1,11.666666666666666,,1.0,0,0.0
2022_5,2022,5,miami,verstappen,red_bull,3,1,26.0,Finished,0,25.0,3.0,Street Circuit,3,0,0,0,1,6.666666666666667,,111.0,0,0.3333333333333333
2022_6,2022,6,catalunya,albon,williams,18,18,0.0,+2 Laps,0,25.0,19.0,Balanced/Technical,2,1,0,0,0,10.0,,3.0,0,0.0
2022_6,2022,6,catalunya,alonso,alpine,20,9,2.0,+1 Lap,0,25.0,17.0,Balanced/Technical,2,1,0,0,0,15.666666666666666,,26.0,0,0.0
2022_6,2022,6,catalunya,bottas,alfa,7,6,8.0,Finished,0,25.0,7.0,Balanced/Technical,2,1,0,0,0,6.666666666666667,,28.0,0,0.2
2022_6,2022,6,catalunya,gasly,alphatauri,14,13,0.0,+1 Lap,0,25.0,14.0,Balanced/Technical,2,1,0,0,0,13.0,,6.0,0,0.4
2022_6,2022,6,catalunya,hamilton,mercedes,6,5,10.0,Finished,0,25.0,6.0,Balanced/Technical,2,1,0,0,0,7.666666666666667,,95.0,0,0.0
2022_6,2022,6,catalunya,leclerc,ferrari,1,20,0.0,Turbo,0,25.0,1.0,Balanced/Technical,2,1,0,0,0,3.0,,145.0,1,0.0
2022_6,2022,6,catalunya,norris,mclaren,11,8,4.0,Finished,0,25.0,11.0,Balanced/Technical,2,1,0,0,0,9.0,,31.0,0,0.0
2022_6,2022,6,catalunya,ocon,alpine,12,7,6.0,Finished,0,25.0,12.0,Balanced/Technical,2,1,0,0,0,9.666666666666666,,28.0,0,0.0
2022_6,2022,6,catalunya,perez,red_bull,5,2,19.0,Finished,0,25.0,5.0,Balanced/Technical,2,1,0,0,0,2.6666666666666665,,137.0,0,0.3
2022_6,2022,6,catalunya,russell,mercedes,4,3,15.0,Finished,0,25.0,4.0,Balanced/Technical,2,1,0,0,0,4.0,,105.0,0,0.0
2022_6,2022,6,catalunya,sainz,ferrari,3,4,12.0,Finished,0,25.0,3.0,Balanced/Technical,2,1,0,0,0,14.333333333333334,,145.0,0,0.1
2022_6,2022,6,catalunya,stroll,aston_martin,17,15,0.0,+1 Lap,0,25.0,18.0,Balanced/Technical,2,1,0,0,0,10.666666666666666,,2.0,0,0.0
2022_6,2022,6,catalunya,verstappen,red_bull,2,1,25.0,Finished,0,25.0,2.0,Balanced/Technical,2,1,0,0,0,6.666666666666667,,156.0,0,0.2
2022_7,2022,7,monaco,albon,williams,16,18,0.0,Mechanical,0,25.0,16.0,High-Downforce,1,0,1,0,0,12.666666666666666,,3.0,0,0.0
2022_7,2022,7,monaco,alonso,alpine,7,7,6.0,Finished,0,25.0,7.0,High-Downforce,1,0,1,0,0,13.0,,34.0,0,0.0
2022_7,2022,7,monaco,bottas,alfa,12,9,2.0,Finished,0,25.0,12.0,High-Downforce,1,0,1,0,0,6.0,,36.0,0,0.16666666666666666
2022_7,2022,7,monaco,gasly,alphatauri,17,11,0.0,Finished,0,25.0,17.0,High-Downforce,1,0,1,0,0,14.333333333333334,,6.0,0,0.3333333333333333
2022_7,2022,7,monaco,hamilton,mercedes,8,8,4.0,Finished,0,25.0,8.0,High-Downforce,1,0,1,0,0,8.0,,120.0,0,0.0
2022_7,2022,7,monaco,leclerc,ferrari,1,4,12.0,Finished,0,25.0,1.0,High-Downforce,1,0,1,0,0,9.333333333333334,,157.0,0,0.1
2022_7,2022,7,monaco,norris,mclaren,5,6,9.0,Finished,0,25.0,5.0,High-Downforce,1,0,1,0,0,10.0,,35.0,0,0.0
2022_7,2022,7,monaco,ocon,alpine,10,12,0.0,Finished,0,25.0,10.0,High-Downforce,1,0,1,0,0,9.666666666666666,,40.0,0,0.0
2022_7,2022,7,monaco,perez,red_bull,3,1,25.0,Finished,0,25.0,3.0,High-Downforce,1,0,1,0,0,2.6666666666666665,,181.0,0,0.1
2022_7,2022,7,monaco,russell,mercedes,6,5,10.0,Finished,0,25.0,6.0,High-Downforce,1,0,1,0,0,4.0,,124.0,0,0.0
2022_7,2022,7,monaco,sainz,ferrari,2,2,18.0,Finished,0,25.0,2.0,High-Downforce,1,0,1,0,0,9.0,,169.0,0,0.1
2022_7,2022,7,monaco,stroll,aston_martin,18,14,0.0,Finished,0,25.0,18.0,High-Downforce,1,0,1,0,0,11.666666666666666,,2.0,0,0.0
2022_7,2022,7,monaco,verstappen,red_bull,4,3,15.0,Finished,0,25.0,4.0,High-Downforce,1,0,1,0,0,1.0,,206.0,0,0.1
2022_8,2022,8,baku,albon,williams,17,12,0.0,+1 Lap,0,25.0,17.0,Street Circuit,3,0,0,0,1,15.0,,3.0,0,0.0
2022_8,2022,8,baku,alonso,alpine,10,7,6.0,Finished,0,25.0,10.0,Street Circuit,3,0,0,0,1,9.0,,40.0,0,0.0
2022_8,2022,8,baku,bottas,alfa,15,11,0.0,+1 Lap,0,25.0,15.0,Street Circuit,3,0,0,0,1,7.333333333333333,,38.0,0,0.14285714285714285
2022_8,2022,8,baku,gasly,alphatauri,6,5,10.0,Finished,0,25.0,6.0,Street Circuit,3,0,0,0,1,14.0,,6.0,0,0.2857142857142857
2022_8,2022,8,baku,hamilton,mercedes,7,4,12.0,Finished,0,25.0,7.0,Street Circuit,3,0,0,0,1,6.333333333333333,,134.0,0,0.0
2022_8,2022,8,baku,leclerc,ferrari,1,19,0.0,Power Unit,0,25.0,1.0,Street Circuit,3,0,0,0,1,8.666666666666666,,187.0,1,0.1
2022_8,2022,8,baku,norris,mclaren,11,9,2.0,Finished,0,25.0,11.0,Street Circuit,3,0,0,0,1,11.0,,44.0,0,0.0
2022_8,2022,8,baku,ocon,alpine,13,10,1.0,Finished,0,25.0,13.0,Street Circuit,3,0,0,0,1,9.0,,46.0,0,0.0
2022_8,2022,8,baku,perez,red_bull,2,2,19.0,Finished,0,25.0,2.0,Street Circuit,3,0,0,0,1,2.3333333333333335,,221.0,0,0.1
2022_8,2022,8,baku,russell,mercedes,5,3,15.0,Finished,0,25.0,5.0,Street Circuit,3,0,0,0,1,4.333333333333333,,146.0,0,0.0
2022_8,2022,8,baku,sainz,ferrari,4,20,0.0,Hydraulics,0,25.0,4.0,Street Circuit,3,0,0,0,1,3.0,,187.0,1,0.2
2022_8,2022,8,baku,stroll,aston_martin,19,16,0.0,Vibrations,0,25.0,19.0,Street Circuit,3,0,0,0,1,13.0,,2.0,0,0.0
2022_8,2022,8,baku,verstappen,red_bull,3,1,25.0,Finished,0,25.0,3.0,Street Circuit,3,0,0,0,1,1.6666666666666667,,240.0,0,0.1
2022_9,2022,9,villeneuve,albon,williams,12,13,0.0,Finished,0,25.0,12.0,Balanced/Technical,2,1,0,0,0,16.0,,3.0,0,0.0
2022_9,2022,9,villeneuve,alonso,alpine,2,9,2.0,Finished,0,25.0,2.0,Balanced/Technical,2,1,0,0,0,7.666666666666667,,47.0,0,0.0
2022_9,2022,9,villeneuve,bottas,alfa,11,7,6.0,Finished,0,25.0,11.0,Balanced/Technical,2,1,0,0,0,8.666666666666666,,38.0,0,0.125
2022_9,2022,9,villeneuve,gasly,alphatauri,15,14,0.0,Finished,0,25.0,16.0,Balanced/Technical,2,1,0,0,0,9.666666666666666,,16.0,0,0.25
2022_9,2022,9,villeneuve,hamilton,mercedes,4,3,15.0,Finished,0,25.0,4.0,Balanced/Technical,2,1,0,0,0,5.666666666666667,,161.0,0,0.0
2022_9,2022,9,villeneuve,leclerc,ferrari,19,5,10.0,Finished,0,25.0,15.0,Balanced/Technical,2,1,0,0,0,14.333333333333334,,187.0,0,0.3
2022_9,2022,9,villeneuve,norris,mclaren,14,15,0.0,Finished,0,25.0,14.0,Balanced/Technical,2,1,0,0,0,7.666666666666667,,46.0,0,0.0
2022_9,2022,9,villeneuve,ocon,alpine,7,6,8.0,Finished,0,25.0,7.0,Balanced/Technical,2,1,0,0,0,9.666666666666666,,49.0,0,0.0
2022_9,2022,9,villeneuve,perez,red_bull,13,20,0.0,Gearbox,0,25.0,13.0,Balanced/Technical,2,1,0,0,0,1.6666666666666667,,265.0,1,0.0
2022_9,2022,9,villeneuve,russell,mercedes,8,4,12.0,Finished,0,25.0,8.0,Balanced/Technical,2,1,0,0,0,3.6666666666666665,,176.0,0,0.0
2022_9,2022,9,villeneuve,sainz,ferrari,3,2,19.0,Finished,0,25.0,3.0,Balanced/Technical,2,1,0,0,0,8.666666666666666,,197.0,0,0.3
2022_9,2022,9,villeneuve,stroll,aston_martin,17,10,1.0,Finished,0,25.0,18.0,Balanced/Technical,2,1,0,0,0,15.0,,2.0,0,0.0
2022_9,2022,9,villeneuve,verstappen,red_bull,1,1,25.0,Finished,0,25.0,1.0,Balanced/Technical,2,1,0,0,0,1.6666666666666667,,265.0,0,0.1
2022_10,2022,10,silverstone,albon,williams,16,20,0.0,Collision,0,25.0,16.0,Power/High-Speed,0,0,0,1,0,14.333333333333334,,3.0,0,0.0
2022_10,2022,10,silverstone,alonso,alpine,7,5,10.0,Finished,0,25.0,7.0,Power/High-Speed,0,0,0,1,0,7.666666666666667,,57.0,0,0.0
2022_10,2022,10,silverstone,bottas,alfa,12,17,0.0,Gearbox,0,25.0,12.0,Power/High-Speed,0,0,0,1,0,9.0,,44.0,1,0.1111111111111111
2022_10,2022,10,silverstone,gasly,alphatauri,11,16,0.0,Collision damage,0,25.0,11.0,Power/High-Speed,0,0,0,1,0,10.0,,16.0,0,0.2222222222222222
2022_10,2022,10,silverstone,hamilton,mercedes,5,3,16.0,Finished,0,25.0,5.0,Power/High-Speed,0,0,0,1,0,5.0,,188.0,0,0.0
2022_10,2022,10,silverstone,leclerc,ferrari,3,4,12.0,Finished,0,25.0,3.0,Power/High-Speed,0,0,0,1,0,9.333333333333334,,216.0,0,0.3
2022_10,2022,10,silverstone,norris,mclaren,6,6,8.0,Finished,0,25.0,6.0,Power/High-Speed,0,0,0,1,0,10.0,,46.0,0,0.0
2022_10,2022,10,silverstone,ocon,alpine,15,15,0.0,Fuel pump,0,25.0,15.0,Power/High-Speed,0,0,0,1,0,9.333333333333334,,67.0,1,0.0
2022_10,2022,10,silverstone,perez,red_bull,4,2,18.0,Finished,0,25.0,4.0,Power/High-Speed,0,0,0,1,0,7.666666666666667,,290.0,0,0.1
2022_10,2022,10,silverstone,russell,mercedes,8,18,0.0,Collision,0,25.0,8.0,Power/High-Speed,0,0,0,1,0,4.0,,204.0,0,0.0
2022_10,2022,10,silverstone,sainz,ferrari,1,1,25.0,Finished,0,25.0,1.0,Power/High-Speed,0,0,0,1,0,8.0,,228.0,0,0.3
2022_10,2022,10,silverstone,stroll,aston_martin,20,11,0.0,Finished,0,25.0,20.0,Power/High-Speed,0,0,0,1,0,13.333333333333334,,3.0,0,0.0
2022_10,2022,10,silverstone,verstappen,red_bull,2,7,6.0,Finished,0,25.0,2.0,Power/High-Speed,0,0,0,1,0,1.6666666666666667,,308.0,0,0.1
2022_11,2022,11,red_bull_ring,albon,williams,15,12,0.0,+1 Lap,0,25.0,11.0,Power/High-Speed,0,0,0,1,0,15.0,,3.0,0,0.0
2022_11,2022,11,red_bull_ring,alonso,alpine,19,10,1.0,+1 Lap,0,25.0,8.0,Power/High-Speed,0,0,0,1,0,7.0,,67.0,0,0.1
2022_11,2022,11,red_bull_ring,bottas,alfa,0,11,0.0,+1 Lap,0,25.0,12.0,Power/High-Speed,0,0,0,1,0,11.666666666666666,,44.0,0,0.2
2022_11,2022,11,red_bull_ring,gasly,alphatauri,14,15,0.0,+1 Lap,0,25.0,10.0,Power/High-Speed,0,0,0,1,0,11.666666666666666,,16.0,0,0.2
2022_11,2022,11,red_bull_ring,hamilton,mercedes,8,3,15.0,Finished,0,25.0,9.0,Power/High-Speed,0,0,0,1,0,3.3333333333333335,,204.0,0,0.0
2022_11,2022,11,red_bull_ring,leclerc,ferrari,2,1,25.0,Finished,0,25.0,2.0,Power/High-Speed,0,0,0,1,0,9.333333333333334,,253.0,0,0.3
2022_11,2022,11,red_bull_ring,norris,mclaren,10,7,6.0,+1 Lap,0,25.0,15.0,Power/High-Speed,0,0,0,1,0,10.0,,54.0,0,0.0
2022_11,2022,11,red_bull_ring,ocon,alpine,6,5,10.0,Finished,0,25.0,5.0,Power/High-Speed,0,0,0,1,0,10.333333333333334,,68.0,0,0.1
2022_11,2022,11,red_bull_ring,perez,red_bull,5,20,0.0,Collision damage,0,25.0,13.0,Power/High-Speed,0,0,0,1,0,8.0,,314.0,0,0.1
2022_11,2022,11,red_bull_ring,russell,mercedes,4,4,12.0,Finished,0,25.0,4.0,Power/High-Speed,0,0,0,1,0,8.333333333333334,,219.0,0,0.0
2022_11,2022,11,red_bull_ring,sainz,ferrari,3,18,0.0,Power Unit,0,25.0,3.0,Power/High-Speed,0,0,0,1,0,7.666666666666667,,278.0,1,0.2
2022_11,2022,11,red_bull_ring,stroll,aston_martin,12,13,0.0,+1 Lap,0,25.0,17.0,Power/High-Speed,0,0,0,1,0,12.333333333333334,,3.0,0,0.0
2022_11,2022,11,red_bull_ring,verstappen,red_bull,1,2,19.0,Finished,0,25.0,1.0,Power/High-Speed,0,0,0,1,0,3.0,,314.0,0,0.1
2022_12,2022,12,ricard,albon,williams,13,13,0.0,Finished,0,25.0,15.0,Balanced/Technical,2,1,0,0,0,15.0,,3.0,0,0.0
2022_12,2022,12,ricard,alonso,alpine,7,6,8.0,Finished,0,25.0,7.0,Balanced/Technical,2,1,0,0,0,8.0,,78.0,0,0.1
2022_12,2022,12,ricard,bottas,alfa,11,14,0.0,Finished,0,25.0,13.0,Balanced/Technical,2,1,0,0,0,11.666666666666666,,44.0,0,0.2
2022_12,2022,12,ricard,gasly,alphatauri,14,12,0.0,Finished,0,25.0,16.0,Balanced/Technical,2,1,0,0,0,15.0,,16.0,0,0.1
2022_12,2022,12,ricard,hamilton,mercedes,4,2,18.0,Finished,0,25.0,4.0,Balanced/Technical,2,1,0,0,0,3.0,,231.0,0,0.0
2022_12,2022,12,ricard,leclerc,ferrari,1,19,0.0,Accident,0,25.0,1.0,Balanced/Technical,2,1,0,0,0,3.3333333333333335,,278.0,0,0.3
2022_12,2022,12,ricard,norris,mclaren,5,7,6.0,Finished,0,25.0,5.0,Balanced/Technical,2,1,0,0,0,9.333333333333334,,60.0,0,0.0
2022_12,2022,12,ricard,ocon,alpine,10,8,4.0,Finished,0,25.0,12.0,Balanced/Technical,2,1,0,0,0,8.666666666666666,,86.0,0,0.1
2022_12,2022,12,ricard,perez,red_bull,3,4,12.0,Finished,0,25.0,3.0,Balanced/Technical,2,1,0,0,0,14.0,,333.0,0,0.1
2022_12,2022,12,ricard,russell,mercedes,6,3,15.0,Finished,0,25.0,6.0,Balanced/Technical,2,1,0,0,0,8.666666666666666,,249.0,0,0.0
2022_12,2022,12,ricard,sainz,ferrari,19,5,11.0,Finished,0,25.0,9.0,Balanced/Technical,2,1,0,0,0,7.0,,278.0,0,0.3
2022_12,2022,12,ricard,stroll,aston_martin,15,10,1.0,Finished,0,25.0,17.0,Balanced/Technical,2,1,0,0,0,11.333333333333334,,3.0,0,0.0
2022_12,2022,12,ricard,verstappen,red_bull,2,1,25.0,Finished,0,25.0,2.0,Balanced/Technical,2,1,0,0,0,3.3333333333333335,,345.0,0,0.1
2022_13,2022,13,hungaroring,albon,williams,17,17,0.0,+1 Lap,0,25.0,17.0,High-Downforce,1,0,1,0,0,15.0,,3.0,0,0.0
2022_13,2022,13,hungaroring,alonso,alpine,6,8,4.0,+1 Lap,0,25.0,6.0,High-Downforce,1,0,1,0,0,7.0,,90.0,0,0.1
2022_13,2022,13,hungaroring,bottas,alfa,8,20,0.0,Power Unit,0,25.0,8.0,High-Downforce,1,0,1,0,0,14.0,,44.0,1,0.1
2022_13,2022,13,hungaroring,gasly,alphatauri,0,12,0.0,+1 Lap,0,25.0,19.0,High-Downforce,1,0,1,0,0,14.333333333333334,,16.0,0,0.1
2022_13,2022,13,hungaroring,hamilton,mercedes,7,2,19.0,Finished,0,25.0,7.0,High-Downforce,1,0,1,0,0,2.6666666666666665,,264.0,0,0.0
2022_13,2022,13,hungaroring,leclerc,ferrari,3,6,8.0,Finished,0,25.0,3.0,High-Downforce,1,0,1,0,0,8.0,,289.0,0,0.3
2022_13,2022,13,hungaroring,norris,mclaren,4,7,6.0,Finished,0,25.0,4.0,High-Downforce,1,0,1,0,0,6.666666666666667,,66.0,0,0.0
2022_13,2022,13,hungaroring,ocon,alpine,5,9,2.0,+1 Lap,0,25.0,5.0,High-Downforce,1,0,1,0,0,9.333333333333334,,94.0,0,0.1
2022_13,2022,13,hungaroring,perez,red_bull,11,5,10.0,Finished,0,25.0,11.0,High-Downforce,1,0,1,0,0,8.666666666666666,,370.0,0,0.1
2022_13,2022,13,hungaroring,russell,mercedes,1,3,15.0,Finished,0,25.0,1.0,High-Downforce,1,0,1,0,0,8.333333333333334,,283.0,0,0.0
